item_id,domain,difficulty,question,correct_answer,template_id,seed
math_0482,math,6,"David and Nadia paint fences together. David can finish 88 per hour and Nadia can finish 87 per hour. David had 5 coupons in a drawer at home but forgot to bring them. On the way there, David passed 24 houses. They work together for 2 hours. How many do they complete in total?",350,combined_work,2064500480
math_0483,math,3,James goes to a store to buy pens. It was a sunny Wednesday afternoon. Each pen costs $40. James buys 3 of them. How much does James spend in total?,120,simple_purchase,848033966
math_0484,math,3,Marcus bought 2 folders and paid $300 in total. Marcus's favorite color is blue. Each folder cost the same amount. How much did each folder cost?,150,reverse_purchase,1704493938
math_0485,math,5,Carlos has 8533 apples and 1467 mangoes. The cashier mentioned they had sold 47 apples earlier that day to someone else. Carlos gives 3744 apples to a friend. How many apples does Carlos have now?,4789,trap_irrelevant_operation,161042246
math_0486,math,6,"Alex starts a small business selling posters. Alex buys 70 posters at $123 each. Alex's friend had mentioned wanting 16 posters, but Alex didn't get any for them. Alex sells 68 of them at $245 each. Alex noticed that 22 other customers were in the store. Alex also pays $930 in overhead costs. What is Alex's profit?",7120,profit_calculation,1396283097
math_0487,math,2,"Fatima earned money over 4 days. On Monday, Fatima earned $19. On Tuesday, Fatima earned $44. On Wednesday, Fatima earned $37. On Thursday, Fatima earned $46. How much did Fatima earn in total?",146,multi_day_earning,2137186086
math_0488,math,5,"Omar builds 63 widgets per day. Omar noticed that 32 other customers were in the store. If Omar works for 8 days, how many widgets does Omar produce?",504,rate_and_time,1189316986
math_0489,math,2,Nadia has $69. Nadia spends $14 on coffee. Nadia spends $9 on a bus ticket. How much money does Nadia have left?,46,remaining_after_spending,109875088
math_0490,math,6,Sarah wants to buy a guitar that costs $6484. Sarah had 36 coupons in a drawer at home but forgot to bring them. The store is offering a 25% discount today. The shelf had 7 empty spots where items used to be. How much does Sarah pay after the discount?,4863,percentage_discount,572315428
math_0491,math,6,"Carlos types 197 words per minute. The shelf had 37 empty spots where items used to be. The store's loyalty program showed Carlos had 47 points, which weren't redeemable yet. If Carlos works for 7 minutes, how many words does Carlos type?",1379,rate_and_time,1546528806
math_0492,math,4,"Aisha wants to buy a guitar that costs $156. The store is offering a 25% discount today. Aisha's friend had mentioned wanting 44 items, but Aisha didn't get any for them. How much does Aisha pay after the discount?",117,percentage_discount,1258052054
math_0493,math,2,Maria has 28 peaches. Maria gives 14 to Sarah and buys 40 more. How many peaches does Maria have now?,54,give_and_buy,844807660
math_0494,math,6,"Maria earned a total of $11907 over three days. 12 of the items were slightly bruised, but Maria kept them all. On the first day, Maria earned $9235. On the second day, Maria earned $2553. The store's loyalty program showed Maria had 43 points, which weren't redeemable yet. How much did Maria earn on the third day?",119,reverse_earning,456830956
math_0495,math,4,"James has 616 cookies and wants to share them equally among 7 friends. The store also had 17 postcards on display, but James didn't buy any. How many cookies does each friend get?",88,share_equally,704108340
math_0496,math,3,Rachel bought 10 folders and paid $390 in total. Each folder cost the same amount. The store had been open since 1987. How much did each folder cost?,39,reverse_purchase,693168558
math_0497,math,2,Rachel has 48 toy cars and wants to share them equally among 6 friends. How many toy cars does each friend get?,8,share_equally,60695930
math_0498,math,4,James has 519 toy cars and wants to share them equally among 3 friends. The shelf had 5 empty spots where toy cars used to be. How many toy cars does each friend get?,173,share_equally,1284350722
math_0499,math,1,Fatima goes to a store to buy markers. Each marker costs $23. Fatima buys 4 of them. How much does Fatima spend in total?,92,simple_purchase,1968071924
math_0500,math,6,"Aisha earned a total of $5154 over three days. On the first day, Aisha earned $2634. The shelf had 31 empty spots where items used to be. On the way there, Aisha passed 15 houses. On the second day, Aisha earned $564. How much did Aisha earn on the third day?",1956,reverse_earning,1492125696
math_0501,math,3,Omar wants to buy a bicycle that costs $390. A song was playing on the radio in the background. The store is offering a 10% discount today. How much does Omar pay after the discount?,351,percentage_discount,1080517428
math_0502,math,2,Rachel has 42 marbles and wants to share them equally among 6 friends. How many marbles does each friend get?,7,share_equally,194289684
math_0503,math,1,Tom has 36 cookies and wants to share them equally among 6 friends. How many cookies does each friend get?,6,share_equally,108989692
math_0504,math,5,"Nadia earned a total of $5205 over three days. On the first day, Nadia earned $1884. On the second day, Nadia earned $755. Nadia had 3 coupons in a drawer at home but forgot to bring them. How much did Nadia earn on the third day?",2566,reverse_earning,2037450831
math_0505,math,1,Sarah has 20 pears. Sarah gives 6 to Lin and buys 10 more. How many pears does Sarah have now?,24,give_and_buy,209971078
math_0506,math,6,"Fatima starts a small business selling posters. On the way there, Fatima passed 10 houses. Fatima noticed that 34 other customers were in the store. Fatima buys 35 posters at $141 each. Fatima sells 29 of them at $195 each. Fatima also pays $690 in overhead costs. What is Fatima's profit?",30,profit_calculation,778079805
math_0507,math,6,"Alex starts a small business selling t-shirts. Alex buys 78 t-shirts at $115 each. The shelf had 48 empty spots where t-shirts used to be. Alex sells 61 of them at $159 each. Alex also pays $167 in overhead costs. The store's loyalty program showed Alex had 2 points, which weren't redeemable yet. What is Alex's profit?",562,profit_calculation,2021940767
math_0508,math,4,"David wants to buy a laptop that costs $540. The store is offering a 10% discount today. There were 12 items in the clearance bin, but David wasn't interested. How much does David pay after the discount?",486,percentage_discount,161088263
math_0509,math,6,"Rachel saves $518 every week for 3 weeks. On the way there, Rachel passed 39 houses. During that time, Rachel spends $233 on concert tickets. Rachel's friend had mentioned wanting 6 items, but Rachel didn't get any for them. How much money does Rachel have at the end?",1321,savings_over_weeks,262327478
math_0510,math,2,"Nadia earned money over 3 days. On Monday, Nadia earned $42. On Tuesday, Nadia earned $47. On Wednesday, Nadia earned $42. How much did Nadia earn in total?",131,multi_day_earning,2008757844
math_0511,math,3,Marcus bought 4 erasers and paid $400 in total. Each eraser cost the same amount. A song was playing on the radio in the background. How much did each eraser cost?,100,reverse_purchase,1530096584
math_0512,math,2,"Nadia earned money over 4 days. On Monday, Nadia earned $45. On Tuesday, Nadia earned $50. On Wednesday, Nadia earned $2. On Thursday, Nadia earned $26. How much did Nadia earn in total?",123,multi_day_earning,146684679
math_0513,math,3,Tom has 255 pears. Tom gives 61 to Lin and buys 352 more. Tom's favorite color is blue. How many pears does Tom have now?,546,give_and_buy,1789440181
math_0514,math,5,"David has $9734. The store's loyalty program showed David had 42 points, which weren't redeemable yet. David spends $801 on lunch. David spends $2483 on a book. David spends $704 on a shirt. How much money does David have left?",5746,remaining_after_spending,1417268204
math_0515,math,1,Maria has 3 bananas. Maria gives 1 to Tom and buys 28 more. How many bananas does Maria have now?,30,give_and_buy,385108097
math_0516,math,3,Aisha bought 14 rulers and paid $238 in total. The receipt was printed on recycled paper. Each ruler cost the same amount. How much did each ruler cost?,17,reverse_purchase,163255380
math_0517,math,3,Lin wants to buy a jacket that costs $120. A song was playing on the radio in the background. The store is offering a 25% discount today. How much does Lin pay after the discount?,90,percentage_discount,508021414
math_0518,math,5,Kenji and Sarah assemble boxes together. Kenji had 4 coupons in a drawer at home but forgot to bring them. Kenji can finish 19 per hour and Sarah can finish 12 per hour. They work together for 7 hours. How many do they complete in total?,217,combined_work,805961830
math_0519,math,2,"Marcus earned money over 4 days. On Monday, Marcus earned $28. On Tuesday, Marcus earned $5. On Wednesday, Marcus earned $1. On Thursday, Marcus earned $39. How much did Marcus earn in total?",73,multi_day_earning,515849707
math_0520,math,5,"David has $4332. David spends $1854 on a bus ticket. David's friend had mentioned wanting 48 items, but David didn't get any for them. David spends $582 on a book. David spends $1584 on a shirt. How much money does David have left?",312,remaining_after_spending,1780789955
math_0521,math,4,Rachel has 137 apples and 24 oranges. Rachel gives 14 apples to a friend. The shelf had 45 empty spots where apples used to be. How many apples does Rachel have now?,123,trap_irrelevant_operation,1065817949
math_0522,math,3,"Marcus types 32 words per minute. Marcus was wearing a red hat that day. If Marcus works for 5 minutes, how many words does Marcus type?",160,rate_and_time,1151483749
math_0523,math,5,"Lin reads 194 pages per hour. The shelf had 40 empty spots where items used to be. If Lin works for 7 hours, how many pages does Lin read?",1358,rate_and_time,2044158665
math_0524,math,5,"James wants to buy a laptop that costs $8922. The store's loyalty program showed James had 13 points, which weren't redeemable yet. The store is offering a 50% discount today. How much does James pay after the discount?",4461,percentage_discount,942334314
math_0525,math,4,"Marcus goes shopping with $434. Marcus buys 1 rulers at $24 each. 29 of the items were slightly bruised, but Marcus kept them all. Marcus buys 4 folders at $58 each. Marcus buys 9 notebooks at $14 each. How much money does Marcus have left?",52,multi_item_purchase,2081189957
math_0526,math,6,Omar has 9546 bananas and 7822 mangoes. The shelf had 43 empty spots where bananas used to be. Omar gives 600 bananas to a friend. The cashier mentioned they had sold 46 bananas earlier that day to someone else. How many bananas does Omar have now?,8946,trap_irrelevant_operation,2060263284
math_0527,math,3,"David earned money over 2 days. David's favorite color is blue. On Monday, David earned $65. On Tuesday, David earned $75. How much did David earn in total?",140,multi_day_earning,122050612
math_0528,math,6,Omar goes shopping with $5488. The cashier mentioned they had sold 3 items earlier that day to someone else. Omar buys 4 folders at $165 each. Omar noticed that 9 other customers were in the store. Omar buys 2 notebooks at $195 each. Omar buys 6 pens at $100 each. How much money does Omar have left?,3838,multi_item_purchase,2001957318
math_0529,math,4,"Alex earned a total of $1748 over three days. On the first day, Alex earned $577. On the second day, Alex earned $694. 24 of the items were slightly bruised, but Alex kept them all. How much did Alex earn on the third day?",477,reverse_earning,122054676
math_0530,math,4,"Fatima saves $131 every week for 6 weeks. During that time, Fatima spends $147 on new shoes. There were 25 items in the clearance bin, but Fatima wasn't interested. During that time, Fatima spends $64 on a birthday gift. How much money does Fatima have at the end?",575,savings_over_weeks,1138230191
math_0531,math,1,Fatima goes to a store to buy erasers. Each eraser costs $11. Fatima buys 9 of them. How much does Fatima spend in total?,99,simple_purchase,2108418345
math_0532,math,1,Carlos has 48 pears. Carlos gives 19 to Rachel and buys 48 more. How many pears does Carlos have now?,77,give_and_buy,605110872
math_0533,math,6,"Alex earned a total of $12402 over three days. The store also had 19 batteries on display, but Alex didn't buy any. On the first day, Alex earned $3809. On the second day, Alex earned $6625. Alex noticed that 13 other customers were in the store. How much did Alex earn on the third day?",1968,reverse_earning,1399131106
math_0534,math,1,Tom has 6 pears. Tom gives 1 to Fatima and buys 38 more. How many pears does Tom have now?,43,give_and_buy,49344153
math_0535,math,5,"Carlos has 435 stickers. Sarah has 5 times as many stickers as Carlos. 28 of the stickers were slightly bruised, but Carlos kept them all. How many stickers do they have together?",2610,two_step_ratio,1419252491
math_0536,math,6,"Maria has 6986 mangoes and 971 oranges. Maria had 38 coupons in a drawer at home but forgot to bring them. The store also had 34 postcards on display, but Maria didn't buy any. Maria gives 1237 mangoes to a friend. How many mangoes does Maria have now?",5749,trap_irrelevant_operation,549710293
math_0537,math,2,Marcus has $25. Marcus spends $3 on a book. Marcus spends $1 on a gift. How much money does Marcus have left?,21,remaining_after_spending,1672236820
math_0538,math,2,Maria has 47 pears. Maria gives 10 to Fatima and buys 4 more. How many pears does Maria have now?,41,give_and_buy,581307204
math_0539,math,1,Fatima goes to a store to buy markers. Each marker costs $11. Fatima buys 2 of them. How much does Fatima spend in total?,22,simple_purchase,1964723331
math_0540,math,1,Rachel has 7 toy cars and wants to share them equally among 7 friends. How many toy cars does each friend get?,1,share_equally,1144463347
math_0541,math,6,"David and Kenji assemble boxes together. David can finish 84 per hour and Kenji can finish 26 per hour. They work together for 4 hours. The cashier mentioned they had sold 49 items earlier that day to someone else. 34 of the items were slightly bruised, but David kept them all. How many do they complete in total?",440,combined_work,2104554465
math_0542,math,4,"Marcus and Alex paint fences together. On the way there, Marcus passed 4 houses. Marcus can finish 26 per hour and Alex can finish 38 per hour. They work together for 2 hours. How many do they complete in total?",128,combined_work,1363643283
math_0543,math,2,Tom has 37 bananas. Tom gives 12 to Alex and buys 18 more. How many bananas does Tom have now?,43,give_and_buy,563569605
math_0544,math,1,James has 34 mangoes. James gives 8 to Nadia and buys 12 more. How many mangoes does James have now?,38,give_and_buy,389485682
math_0545,math,3,"Marcus types 68 words per minute. The store had been open since 1987. If Marcus works for 6 minutes, how many words does Marcus type?",408,rate_and_time,1346690908
math_0546,math,3,Priya has 112 stickers and wants to share them equally among 8 friends. Priya was wearing a red hat that day. How many stickers does each friend get?,14,share_equally,66271313
math_0547,math,6,"Fatima starts a small business selling phone cases. The store also had 24 postcards on display, but Fatima didn't buy any. Fatima buys 45 phone cases at $210 each. Fatima sells 28 of them at $303 each. Fatima also pays $1466 in overhead costs. The cashier mentioned they had sold 50 phone cases earlier that day to someone else. What is Fatima's profit?",-2432,profit_calculation,121566322
math_0548,math,1,Carlos has 40 books and wants to share them equally among 2 friends. How many books does each friend get?,20,share_equally,142203221
math_0549,math,5,"Tom earned a total of $19936 over three days. On the first day, Tom earned $5366. Tom had 33 coupons in a drawer at home but forgot to bring them. On the second day, Tom earned $8898. How much did Tom earn on the third day?",5672,reverse_earning,1503687081
math_0550,math,6,"Carlos has 9132 mangoes and 3060 pears. The cashier mentioned they had sold 22 mangoes earlier that day to someone else. Carlos gives 1129 mangoes to a friend. On the way there, Carlos passed 13 houses. How many mangoes does Carlos have now?",8003,trap_irrelevant_operation,1096718130
math_0551,math,1,Nadia goes to a store to buy pens. Each pen costs $23. Nadia buys 6 of them. How much does Nadia spend in total?,138,simple_purchase,144396579
math_0552,math,1,Sarah has 2 peaches. Sarah gives 1 to Kenji and buys 3 more. How many peaches does Sarah have now?,4,give_and_buy,858295830
math_0553,math,3,James goes to a store to buy markers. Each marker costs $27. James was wearing a red hat that day. James buys 6 of them. How much does James spend in total?,162,simple_purchase,1298115953
math_0554,math,2,Sarah has 50 apples. Sarah gives 18 to James and buys 20 more. How many apples does Sarah have now?,52,give_and_buy,1992500832
math_0555,math,1,Sarah has 16 cookies and wants to share them equally among 8 friends. How many cookies does each friend get?,2,share_equally,276145584
math_0556,math,4,Tom has 782 mangoes. Tom gives 42 to Aisha and buys 265 more. Tom had 5 coupons in a drawer at home but forgot to bring them. How many mangoes does Tom have now?,1005,give_and_buy,314095629
math_0557,math,5,"Lin reads 109 pages per hour. The shelf had 35 empty spots where items used to be. If Lin works for 3 hours, how many pages does Lin read?",327,rate_and_time,843899613
math_0558,math,3,"Marcus builds 65 widgets per day. It was a sunny Wednesday afternoon. If Marcus works for 6 days, how many widgets does Marcus produce?",390,rate_and_time,123670045
math_0559,math,2,Rachel has 44 marbles and wants to share them equally among 4 friends. How many marbles does each friend get?,11,share_equally,60269341
math_0560,math,6,"Nadia bought 9 rulers and paid $1620 in total. Each ruler cost the same amount. 33 of the rulers were slightly bruised, but Nadia kept them all. Nadia noticed that 43 other customers were in the store. How much did each ruler cost?",180,reverse_purchase,389632134
math_0561,math,3,Priya has 140 books and wants to share them equally among 7 friends. The receipt was printed on recycled paper. How many books does each friend get?,20,share_equally,525339929
math_0562,math,5,"Carlos has 229 toy cars. Omar has 2 times as many toy cars as Carlos. 44 of the toy cars were slightly bruised, but Carlos kept them all. How many toy cars do they have together?",687,two_step_ratio,339250690
math_0563,math,4,"Fatima types 74 words per minute. On the way there, Fatima passed 39 houses. If Fatima works for 4 minutes, how many words does Fatima type?",296,rate_and_time,660478520
math_0564,math,1,Alex has 28 pencils and wants to share them equally among 7 friends. How many pencils does each friend get?,4,share_equally,1726353703
math_0565,math,2,Sarah has 5 pears. Sarah gives 2 to Omar and buys 36 more. How many pears does Sarah have now?,39,give_and_buy,399945615
math_0566,math,2,Rachel has 40 cookies and wants to share them equally among 8 friends. How many cookies does each friend get?,5,share_equally,637958556
math_0567,math,4,"Maria earned a total of $1077 over three days. On the first day, Maria earned $80. Maria's friend had mentioned wanting 7 items, but Maria didn't get any for them. On the second day, Maria earned $563. How much did Maria earn on the third day?",434,reverse_earning,1476128491
math_0568,math,4,"Priya earned money over 2 days. On Monday, Priya earned $385. On Tuesday, Priya earned $493. There were 4 items in the clearance bin, but Priya wasn't interested. How much did Priya earn in total?",878,multi_day_earning,8558562
math_0569,math,5,Marcus bought 7 notebooks and paid $1239 in total. Each notebook cost the same amount. The cashier mentioned they had sold 20 notebooks earlier that day to someone else. How much did each notebook cost?,177,reverse_purchase,519004522
math_0570,math,2,Tom has 6 oranges. Tom gives 1 to Marcus and buys 27 more. How many oranges does Tom have now?,32,give_and_buy,591510462
math_0571,math,4,Sarah has 613 bananas. Sarah had 4 coupons in a drawer at home but forgot to bring them. Sarah gives 284 to Alex and buys 455 more. How many bananas does Sarah have now?,784,give_and_buy,543418435
math_0572,math,5,"Rachel earned a total of $7194 over three days. On the first day, Rachel earned $252. On the second day, Rachel earned $4865. The store also had 50 candles on display, but Rachel didn't buy any. How much did Rachel earn on the third day?",2077,reverse_earning,257832847
math_0573,math,5,"Aisha bought 9 rulers and paid $1557 in total. Each ruler cost the same amount. 36 of the rulers were slightly bruised, but Aisha kept them all. How much did each ruler cost?",173,reverse_purchase,1482274519
math_0574,math,3,Sarah has 59 mangoes. Sarah was wearing a red hat that day. Sarah gives 22 to James and buys 195 more. How many mangoes does Sarah have now?,232,give_and_buy,274512978
math_0575,math,4,Omar has 67 marbles. Fatima has 4 times as many marbles as Omar. The shelf had 33 empty spots where marbles used to be. How many marbles do they have together?,335,two_step_ratio,367377426
math_0576,math,4,Rachel has $590. Rachel spends $44 on lunch. Rachel spends $73 on a bus ticket. The shelf had 29 empty spots where items used to be. How much money does Rachel have left?,473,remaining_after_spending,432724584
math_0577,math,2,Alex has $53. Alex spends $5 on coffee. Alex spends $11 on a shirt. How much money does Alex have left?,37,remaining_after_spending,206963583
math_0578,math,3,"Nadia types 87 words per minute. A song was playing on the radio in the background. If Nadia works for 6 minutes, how many words does Nadia type?",522,rate_and_time,1103987120
math_0579,math,6,"Kenji saves $1839 every week for 4 weeks. During that time, Kenji spends $170 on a video game. During that time, Kenji spends $1242 on concert tickets. The cashier mentioned they had sold 29 items earlier that day to someone else. 6 of the items were slightly bruised, but Kenji kept them all. How much money does Kenji have at the end?",5944,savings_over_weeks,157691705
math_0580,math,5,Nadia has 1983 bananas and 8868 oranges. The shelf had 18 empty spots where bananas used to be. Nadia gives 217 bananas to a friend. How many bananas does Nadia have now?,1766,trap_irrelevant_operation,1852400454
math_0581,math,3,"Nadia reads 36 pages per hour. Nadia's favorite color is blue. If Nadia works for 8 hours, how many pages does Nadia read?",288,rate_and_time,1208736651
math_0582,math,3,Omar wants to buy a camera that costs $240. The store had been open since 1987. The store is offering a 10% discount today. How much does Omar pay after the discount?,216,percentage_discount,101633162
math_0583,math,1,Maria has 49 pears. Maria gives 1 to Priya and buys 7 more. How many pears does Maria have now?,55,give_and_buy,39843964
math_0584,math,4,"James has 520 books and wants to share them equally among 5 friends. On the way there, James passed 35 houses. How many books does each friend get?",104,share_equally,1463351239
math_0585,math,4,"Alex saves $75 every week for 5 weeks. During that time, Alex spends $6 on new shoes. Alex's friend had mentioned wanting 48 items, but Alex didn't get any for them. How much money does Alex have at the end?",369,savings_over_weeks,191740484
math_0586,math,1,Lin goes to a store to buy notebooks. Each notebook costs $36. Lin buys 7 of them. How much does Lin spend in total?,252,simple_purchase,2135273622
math_0587,math,3,Fatima has $258. A song was playing on the radio in the background. Fatima spends $17 on a shirt. Fatima spends $103 on a gift. Fatima spends $100 on a book. How much money does Fatima have left?,38,remaining_after_spending,634295292
math_0588,math,3,Priya has 246 marbles and wants to share them equally among 6 friends. It was a sunny Wednesday afternoon. How many marbles does each friend get?,41,share_equally,1528885734
math_0589,math,2,"Nadia earned money over 3 days. On Monday, Nadia earned $14. On Tuesday, Nadia earned $5. On Wednesday, Nadia earned $36. How much did Nadia earn in total?",55,multi_day_earning,1785578498
math_0590,math,4,"Lin goes shopping with $1241. Lin buys 10 erasers at $47 each. Lin buys 3 notebooks at $80 each. The store also had 30 candles on display, but Lin didn't buy any. Lin buys 4 rulers at $66 each. How much money does Lin have left?",267,multi_item_purchase,1671652020
math_0591,math,2,"Nadia earned money over 4 days. On Monday, Nadia earned $6. On Tuesday, Nadia earned $14. On Wednesday, Nadia earned $3. On Thursday, Nadia earned $9. How much did Nadia earn in total?",32,multi_day_earning,1235534370
math_0592,math,5,"James wants to buy a camera that costs $794. The store is offering a 50% discount today. The store's loyalty program showed James had 18 points, which weren't redeemable yet. How much does James pay after the discount?",397,percentage_discount,354547282
math_0593,math,2,Priya goes to a store to buy notebooks. Each notebook costs $1. Priya buys 20 of them. How much does Priya spend in total?,20,simple_purchase,1399254242
math_0594,math,5,"Nadia saves $1401 every week for 4 weeks. During that time, Nadia spends $312 on new shoes. On the way there, Nadia passed 25 houses. How much money does Nadia have at the end?",5292,savings_over_weeks,723021334
math_0595,math,4,Nadia and Rachel sort files together. Nadia noticed that 26 other customers were in the store. Nadia can finish 69 per hour and Rachel can finish 39 per hour. They work together for 2 hours. How many do they complete in total?,216,combined_work,807034130
math_0596,math,1,Maria has 40 oranges. Maria gives 9 to James and buys 33 more. How many oranges does Maria have now?,64,give_and_buy,1931252818
math_0597,math,1,Omar has 48 marbles and wants to share them equally among 8 friends. How many marbles does each friend get?,6,share_equally,1245837540
math_0598,math,5,"David has $5721. David spends $2351 on a bus ticket. David's friend had mentioned wanting 49 items, but David didn't get any for them. David spends $269 on coffee. How much money does David have left?",3101,remaining_after_spending,1454905342
math_0599,math,2,Priya has $48. Priya spends $12 on a bus ticket. Priya spends $4 on lunch. Priya spends $11 on coffee. How much money does Priya have left?,21,remaining_after_spending,1534379800
logic_0000,logic,6,Noel's favorite color is purple. Jake's favorite color is yellow. Mina enjoys gardening. Ben enjoys reading. Ora does not like purple or green. Ora's favorite color is blue. Iris's favorite color is green. Finn does not like yellow. What is Finn's favorite color?,red,constraint_satisfaction,504868994
logic_0001,logic,4,Gina's favorite color is yellow. Ora does not like red or blue. Ora's favorite color is orange. Dan's favorite color is blue. Eve enjoys reading. Finn does not like blue. What is Finn's favorite color?,red,constraint_satisfaction,1331090575
logic_0002,logic,5,"Leo is a Murnips. All Drogons are quiet. All Murnips are friendly. If something is friendly, then it is wise. If something is wise, then it is tall. Is Leo clever?",Cannot be determined,multi_step_deduction,1340861552
logic_0003,logic,6,"Some Vexlings are fast. Jake is a Drogons. All Drogons are brave. If something is brave, then it is quiet. If something is a Drazzles, it might be strong. If something is quiet, then it is fast. Is Jake happy?",Cannot be determined,multi_step_deduction,1522275064
logic_0004,logic,6,"Cora is a Zephlins. All Zephlins are quiet. If something is quiet, then it is tall. Some Kelpoids are friendly. If something is tall, then it is brave. If something is a Blorps, it might be clever. Is Cora brave?",Yes,multi_step_deduction,1637235415
logic_0005,logic,5,"Some Drazzles are happy. Cora is a Vexlings. All Vexlings are wise. If something is wise, then it is quiet. If something is quiet, then it is strong. Is Cora tall?",Cannot be determined,multi_step_deduction,2056616305
logic_0006,logic,1,Leo is a Murnips. Every Murnips is a Quibbles. Is Leo a Quibbles?,Yes,set_membership,346705521
logic_0007,logic,5,Eve's favorite color is green. Hugo's favorite color is blue. Paul's favorite color is yellow. Jake enjoys gardening. Cora does not like green or red. Cora's favorite color is purple. Finn does not like yellow. What is Finn's favorite color?,red,constraint_satisfaction,1714011172
logic_0008,logic,3,"Kira is a Blorps. All Blorps are happy. All Vexlings are clever. If something is happy, then it is wise. Is Kira friendly?",Cannot be determined,multi_step_deduction,920544584
logic_0009,logic,1,Finn is a Vexlings. Every Vexlings is a Tazzles. Is Finn a Tazzles?,Yes,set_membership,1493179081
logic_0010,logic,3,"Eve is a Wumpuses. Every Wumpuses is a Murnips. If something is a Kelpoids, it might be clever. Every Murnips is a Plonkers. Every Plonkers is a Drogons. Is Eve a Flimbers?",Cannot be determined,set_membership,688872719
logic_0011,logic,3,"Dan is a Grumpkins. Every Grumpkins is a Drogons. If something is a Blorps, it might be quiet. Every Drogons is a Kelpoids. Every Kelpoids is a Tazzles. Is Dan a Kelpoids?",Yes,set_membership,220655520
logic_0012,logic,6,Ben's favorite color is orange. Noel does not like yellow or blue. Noel's favorite color is green. Ora does not like red or blue. Ora's favorite color is yellow. Dan enjoys gardening. Kira's favorite color is red. Ava does not like red. Mina enjoys painting. What is Ava's favorite color?,blue,constraint_satisfaction,1065817949
logic_0013,logic,3,Gina's favorite color is green. Noel does not like green or orange. Mina enjoys chess. Noel's favorite color is blue. Paul's favorite color is red. Ava does not like green. What is Ava's favorite color?,orange,constraint_satisfaction,1400342938
logic_0014,logic,6,"Ben is a Vexlings. All Vexlings are tall. All Drazzles are quiet. If something is tall, then it is wise. If something is wise, then it is quiet. All Drogons are friendly. If something is quiet, then it is brave. If something is brave, then it is clever. Is Ben clever?",Yes,multi_step_deduction,575546015
logic_0015,logic,5,Ben's favorite color is green. Gina does not like yellow or blue. Gina's favorite color is red. Noel enjoys cooking. Ava does not like red or blue. Ava's favorite color is yellow. Hugo's favorite color is blue. Cora does not like yellow. What is Cora's favorite color?,orange,constraint_satisfaction,696317885
logic_0016,logic,1,Ben is a Vexlings. All Vexlings are tall. Is Ben tall?,Yes,syllogism,1349621006
logic_0017,logic,2,Cora is a Zephlins. All Zephlins are tall. Is Cora tall?,Yes,syllogism,687716653
logic_0018,logic,2,Mina is a Drazzles. All Drazzles are wise. Is Mina wise?,Yes,syllogism,1589690976
logic_0019,logic,4,"Eve is a Kelpoids. All Kelpoids are clever. If something is a Zephlins, it might be fast. If something is clever, then it is quiet. Is Eve quiet?",Yes,multi_step_deduction,270063605
logic_0020,logic,2,"Ora is a Kelpoids. All Kelpoids are brave. If something is brave, then it is tall. Is Ora happy?",Cannot be determined,multi_step_deduction,1676786620
logic_0021,logic,2,Kira is a Quibbles. Every Quibbles is a Drazzles. Is Kira a Drazzles?,Yes,set_membership,518913276
logic_0022,logic,3,Ava is a Kelpoids. All Plonkers are brave. All Kelpoids are happy. All happy things are tall. Is Ava tall?,Yes,syllogism,1419238247
logic_0023,logic,4,"If something is a Tazzles, it might be fast. Ben is a Drazzles. Every Drazzles is a Vexlings. Every Vexlings is a Snazzles. Every Snazzles is a Kelpoids. Is Ben a Kelpoids?",Yes,set_membership,101633162
logic_0024,logic,1,Ben is a Vexlings. All Vexlings are tall. Is Ben tall?,Yes,syllogism,1372175472
logic_0025,logic,2,"Paul is a Zephlins. All Zephlins are quiet. If something is quiet, then it is tall. Is Paul tall?",Yes,multi_step_deduction,786188737
logic_0026,logic,5,"Ora is a Flimbers. All Flimbers are fast. If something is fast, then it is quiet. If something is quiet, then it is wise. Some Blorps are quiet. Is Ora wise?",Yes,multi_step_deduction,1184388562
logic_0027,logic,3,Gina's favorite color is red. Jake enjoys reading. Noel's favorite color is green. Ora's favorite color is blue. Ava does not like red. What is Ava's favorite color?,orange,constraint_satisfaction,146684679
logic_0028,logic,2,Iris is a Grumpkins. Every Grumpkins is a Fizzgigs. Is Iris a Blorps?,Cannot be determined,set_membership,643573994
logic_0029,logic,1,Mina is a Vexlings. All Vexlings are fast. Is Mina fast?,Yes,syllogism,605110872
logic_0030,logic,4,Iris's favorite color is blue. Jake's favorite color is orange. Kira's favorite color is green. Hugo enjoys cooking. Ora does not like orange. What is Ora's favorite color?,yellow,constraint_satisfaction,1103987120
logic_0031,logic,6,"Eve is a Drazzles. Some Snazzles are clever. All Drazzles are clever. If something is clever, then it is strong. All Drogons are quiet. If something is strong, then it is tall. If something is tall, then it is quiet. If something is quiet, then it is fast. Is Eve fast?",Yes,multi_step_deduction,501211830
logic_0032,logic,4,Ora is a Wumpuses. All Flimbers are strong. All Wumpuses are strong. All strong things are happy. Is Ora not happy?,No,syllogism,1958697115
logic_0033,logic,1,Mina is a Drazzles. All Drazzles are strong. Is Mina strong?,Yes,syllogism,1235240924
logic_0034,logic,6,"Paul is a Murnips. All Murnips are clever. If something is clever, then it is brave. If something is brave, then it is friendly. If something is friendly, then it is happy. Some Fizzgigs are quiet. If something is happy, then it is fast. If something is a Blorps, it might be strong. Is Paul wise?",Cannot be determined,multi_step_deduction,592536205
